525425921378255000	268210484	Drinking a Brass Knuckle by Four String Brewing Company at @tedmontanagrill ??? http://t.co/74LVL2yMS9 #photo	0	39.9684	-83.007	0	2014-10-24 01:17:56+02	2014-10-24 01:17:56.386541+02	3900	2014-10-24 01:17:56.387645+02	hernia
525425922586214000	126359855	Scottrade: Investment Consultant - Beavercreek, OH Job (#Beavercreek, OH) http://t.co/Wv4PNIv2TC #Finance #scottrade #Job #Jobs	0	39.709226	-84.063269	0	2014-10-24 01:17:56+02	2014-10-24 01:17:56.674605+02	258	2014-10-24 01:17:56.675742+02	bronchitis
525425924104536000	1416899472	@annabel_patton the first 3 are pretty easy to get????	0	32.908668	-97.274385	0	2014-10-24 01:17:56+02	2014-10-24 01:17:57.042447+02	15722	2014-10-24 01:17:57.04354+02	flu
525425899320394000	335517429	One thing I'd LOVE to do is all my fam throws in for a house up on a ski slope and we ski/snowboard for like 4 days or something	0	39.02566	-75.460429	0	2014-10-24 01:17:51+02	2014-10-24 01:17:51.112655+02	25083	2014-10-24 01:17:51.11371+02	cold
525425901350453000	619440659	Time to clean my room...	0			0	2014-10-24 01:17:51+02	2014-10-24 01:17:51.61526+02	9990	2014-10-24 01:17:51.616263+02	cholera
525425902671659000	889827498	Window #shopping in #doublebay 2013. @ Knox http://t.co/27UmouqalW	0	-33.877147	151.242694	0	2014-10-24 01:17:51+02	2014-10-24 01:17:51.932947+02	935	2014-10-24 01:17:51.934048+02	bronchitis
525425904768786000	809612389	#4DaysForeverTogether #4DaysForeverTogether #4DaysForeverTogether @KeatonStromberg PLS FOLLOW ME ILYSM IVE BEEN TRYING FOR SO LONG ILY 72	0			0	2014-10-24 01:17:52+02	2014-10-24 01:17:52.42814+02	69409	2014-10-24 01:17:52.429167+02	fever
525425905850921000	1144065176	And it's almost time. Biggest day I've had since I signed to go here. Let's go. 800m 2:14 or less to make the squad I got this.	0	35.30998	-83.179078	0	2014-10-24 01:17:52+02	2014-10-24 01:17:52.68071+02	3692	2014-10-24 01:17:52.681765+02	cold
525425906614293000	2243710985	Why does life have to be so hard sometimes ?	0	39.015063	-77.515888	0	2014-10-24 01:17:52+02	2014-10-24 01:17:52.867362+02	61	2014-10-24 01:17:52.868363+02	cancer
525425908883391000	819761845	@StripperTruth sounds great, I would luv to see that	0	40.097833	-74.981505	0	2014-10-24 01:17:53+02	2014-10-24 01:17:53.409829+02	716	2014-10-24 01:17:53.410895+02	small-pox
525425910489817000	2363227533	But I'm the lights that keep the streets on.	0	-22.891225	-43.578197	0	2014-10-24 01:17:53+02	2014-10-24 01:17:53.788267+02	3379	2014-10-24 01:17:53.789286+02	small-pox
525425911517446000	902773748	I really hate the forums for changin the gate code ????????	0	33.198808	-97.128874	0	2014-10-24 01:17:53+02	2014-10-24 01:17:54.166675+02	30904	2014-10-24 01:17:54.167736+02	cold
525425915808215000	760197956	Only went and scored a rabona at 7 aside, Lamela bills	0	51.269258	0.412073	0	2014-10-24 01:17:54+02	2014-10-24 01:17:55.045392+02	11562	2014-10-24 01:17:55.04643+02	fever
525425919188828000	44950256	Exquisite Corpsing with my mates. ?????? #studiofun @ Lewis Center http://t.co/57H2pQfynY	0	38.658067	-90.309051	0	2014-10-24 01:17:55+02	2014-10-24 01:17:55.857568+02	3563	2014-10-24 01:17:55.858617+02	fever
525425920186659000	444290523	When I lift I don't think about anything else. I love it	0	37.67656	-122.124146	0	2014-10-24 01:17:55+02	2014-10-24 01:17:56.162295+02	10379	2014-10-24 01:17:56.1633+02	fever
525425923127263000	745393963	@Excideas sometimes i just have difficulties in falling asleep or i have poor sleep and it feels horrible.	0	1.377479	103.770807	0	2014-10-24 01:17:56+02	2014-10-24 01:17:56.802546+02	15284	2014-10-24 01:17:56.803632+02	flu
525425925090185000	506906811	City Attorney Jim Walsh retiring http://t.co/aPrnNeOcsh	0	42.466547	-92.395782	0	2014-10-24 01:17:57+02	2014-10-24 01:17:57.400616+02	990	2014-10-24 01:17:57.401662+02	small-pox
525425926973428000	9118292	Who the fuck puts pat metheny style jazz fusion on the jukebox?	0	45.512894	-122.680559	0	2014-10-24 01:17:57+02	2014-10-24 01:17:57.712757+02	23957	2014-10-24 01:17:57.71378+02	cancer
525425927669703000	2153896608	How am I grounded yet my mom surprises me home with my fav food #idontgetthisfamily	0	33.005804	-96.682017	0	2014-10-24 01:17:57+02	2014-10-24 01:17:57.883135+02	11187	2014-10-24 01:17:57.884229+02	cold
525425900956176000	30153083	@pancakes4life I wish I had a boss that did that!	0	41.726244	-84.96547	0	2014-10-24 01:17:51+02	2014-10-24 01:17:51.556825+02	14227	2014-10-24 01:17:51.557801+02	cold
525425910913442000	364700532	Straight as Slaps!!! ????	0	32.825374	-89.619063	0	2014-10-24 01:17:53+02	2014-10-24 01:17:53.893026+02	20098	2014-10-24 01:17:53.893996+02	cold
525425911660044000	319495718	Someone let's chill tonight ????	0	35.073983	-106.67862	0	2014-10-24 01:17:53+02	2014-10-24 01:17:54.069657+02	133502	2014-10-24 01:17:54.070663+02	cancer
525425912318554000	274150261	Every song French Montana raps in is the reason I hate America.	0	40.621126	-74.025465	0	2014-10-24 01:17:54+02	2014-10-24 01:17:54.22418+02	10642	2014-10-24 01:17:54.225162+02	cancer
525425918647759000	231532159	Better to swallow your pride for 15 mins &amp; learn something, than spend the next 2 years repeating the same mistakes....	0	51.555973	-0.080712	0	2014-10-24 01:17:55+02	2014-10-24 01:17:55.734929+02	7671	2014-10-24 01:17:55.735984+02	small-pox
525425921504072000	403495887	@Nabil_Bachir yaw comme m??ridien d'origine.	0	14.686454	-17.442167	0	2014-10-24 01:17:56+02	2014-10-24 01:17:56.416649+02	79090	2014-10-24 01:17:56.417732+02	flu
525425922610954000	2351182422	Gunna watch Netflix and eat food for the next 5 hours.	0	34.606172	-118.18874	0	2014-10-24 01:17:56+02	2014-10-24 01:17:56.693519+02	3065	2014-10-24 01:17:56.694675+02	cholera
525425925832577000	409559124	@itshstyles sdv?	0			0	2014-10-24 01:17:57+02	2014-10-24 01:17:57.435666+02	64911	2014-10-24 01:17:57.436714+02	cold
525425926000353000	863933618	I ACCIDENTLY PAYSED IT AND THEN	0	40.365094	-75.028194	0	2014-10-24 01:17:57+02	2014-10-24 01:17:57.558279+02	44779	2014-10-24 01:17:57.55934+02	cold
525425929368379000	539074081	I just want to take you out and show you off	0	43.082892	-75.23	0	2014-10-24 01:17:58+02	2014-10-24 01:17:58.286272+02	9521	2014-10-24 01:17:58.287343+02	flu
525425931562017000	246103016	@mercelizkend5 if I didn't have work till 11 I would totally stop by	0	43.109139	-75.263216	0	2014-10-24 01:17:58+02	2014-10-24 01:17:58.830049+02	18341	2014-10-24 01:17:58.831168+02	flu
525425933789184000	510663022	Walked up on this scrape on the way to my stand... but of course all I saw was does #myluck http://t.co/TfruF34k7Q	0	33.934189	-78.245166	0	2014-10-24 01:17:59+02	2014-10-24 01:17:59.470652+02	16322	2014-10-24 01:17:59.471896+02	fever
525425902176723000	1918298388	I just wanna go do something fun ????	0	38.051411	-85.701371	0	2014-10-24 01:17:51+02	2014-10-24 01:17:51.824415+02	7355	2014-10-24 01:17:51.825535+02	cold
525425906899509000	2602199606	Music is like a hug for your ears	0			0	2014-10-24 01:17:52+02	2014-10-24 01:17:52.928532+02	850	2014-10-24 01:17:52.929585+02	cold
525425912221684000	374230100	Subscribers my Youtube : nourmapersiknona , thanks	0	24.988273	121.427903	0	2014-10-24 01:17:54+02	2014-10-24 01:17:54.228684+02	41949	2014-10-24 01:17:54.229771+02	cancer
525425917037126000	357125072	@Hkuhnnyy I can't get over the fact you hugged me for like 5 mins today because I wont be at school tomorrow but I will see you Saturday????????	0	40.394686	-76.526079	0	2014-10-24 01:17:55+02	2014-10-24 01:17:55.345438+02	3474	2014-10-24 01:17:55.346554+02	fever
525425919549530000	838668108	@chrisy_whelan About 10 minutes	0	53.384293	-6.411233	0	2014-10-24 01:17:55+02	2014-10-24 01:17:56.104335+02	6503	2014-10-24 01:17:56.105436+02	cold
525425925899698000	2857001491	@forthekays @RobbieKay_ You're welcome, and I mean it&lt;3 I hope you have a great day. =)	0			0	2014-10-24 01:17:57+02	2014-10-24 01:17:57.481225+02	20	2014-10-24 01:17:57.48234+02	cold
525425926172332000	2216324227	RT ???@USEmbassyFrance: We are pleased to introduce Jane Hartley, new U.S. Ambassador to France and Monaco http://t.co/EYUkXBi9ks??? welcome !	0	48.863851	2.320684	0	2014-10-24 01:17:57+02	2014-10-24 01:17:57.590476+02	817	2014-10-24 01:17:57.591607+02	fever
525425929511010000	1754231532	Why does my wifi always fuck up when I'm on FaceTime	0	37.338054	-82.721363	0	2014-10-24 01:17:58+02	2014-10-24 01:17:58.310738+02	5005	2014-10-24 01:17:58.311742+02	cold
525425930886722000	1473330690	@Louis_Tomlinson 1 DAY #StealMyGirl	0			0	2014-10-24 01:17:58+02	2014-10-24 01:17:58.663115+02	2865	2014-10-24 01:17:58.664128+02	flu
525425932371513000	259017660	@speakingofkayy ???????? worst picture but thanks Oreo ????	0	38.779496	-76.904906	0	2014-10-24 01:17:58+02	2014-10-24 01:17:58.995702+02	14656	2014-10-24 01:17:58.99674+02	diabetes
525425900524163000	360133571	He hit me with the RT ???? http://t.co/a4nt1bSmFl	0	47.707462	-122.32587	0	2014-10-24 01:17:51+02	2014-10-24 01:17:51.570495+02	7558	2014-10-24 01:17:51.571742+02	fever
525425901606298000	2718930688	can't w8 for my lil cozy duplex thing because then i can have bae over to make him pritzzas and mac n cheese n tacos an play vidya gamez	0			0	2014-10-24 01:17:51+02	2014-10-24 01:17:51.653152+02	1133	2014-10-24 01:17:51.654204+02	bronchitis
525425905607655000	161170730	You dont like hugs? RT @_TalkNerdy2Me_ @Aloha_Hoesss SIR LOLLLL U're outta line lol	0	21.315315	-157.861738	0	2014-10-24 01:17:52+02	2014-10-24 01:17:52.622402+02	101310	2014-10-24 01:17:52.623484+02	fever
525425906203263000	357804678	Finished 2 days of employee share ownership meetings. Love this work and changes employee ownership creates for business and individuals.	0	53.301851	-113.555533	0	2014-10-24 01:17:52+02	2014-10-24 01:17:52.757018+02	1650	2014-10-24 01:17:52.758094+02	cold
525425907432170000	347343661	???@CarlyeHeitter: I miss @k8iebaby22 :( http://t.co/GHtTy6SCyI??? I miss you too ????	0	42.334319	-89.180178	0	2014-10-24 01:17:52+02	2014-10-24 01:17:53.118762+02	14171	2014-10-24 01:17:53.12002+02	flu
525425914344407000	478672296	@ArianaGrande ARI FOLLOW ME PLEASE I LOVE YOU MORE THAN EVERYTHING. YOU MEAN SO MUCH TO ME ILYSM?????????????????????????????x1,104	0			0	2014-10-24 01:17:54+02	2014-10-24 01:17:54.743296+02	18333	2014-10-24 01:17:54.74432+02	cold
525425914512179000	491966331	@colin_walsh12 thanks ???? I typed it all by myself	0	47.006568	-120.541909	0	2014-10-24 01:17:54+02	2014-10-24 01:17:54.745583+02	18592	2014-10-24 01:17:54.74662+02	fever
525425914948371000	94727325	@afneil @bbcthisweek Alan Johnson is the respectable and acceptable face of the Left. Very likeable chap, but beware...	0	51.544843	-0.107592	0	2014-10-24 01:17:54+02	2014-10-24 01:17:54.849574+02	84	2014-10-24 01:17:54.850646+02	fever
525425917490115000	2253798095	You thought the little effort that you put in was enough, girl , How about now?	0	38.392536	-84.300638	0	2014-10-24 01:17:55+02	2014-10-24 01:17:55.469967+02	11485	2014-10-24 01:17:55.471003+02	flu
525425918907781000	626234571	Omg my boots came in, I love them ????????	0	29.413129	-98.481984	0	2014-10-24 01:17:55+02	2014-10-24 01:17:55.781306+02	23181	2014-10-24 01:17:55.782365+02	fever
525425920606499000	290570962	Love it ???? nothing wrong with being different @ my bubble???? http://t.co/7u24GIng8R	0	29.317813	48.005918	0	2014-10-24 01:17:56+02	2014-10-24 01:17:56.239734+02	3346	2014-10-24 01:17:56.240772+02	diabetes
525425922762359000	2581072189	Good news: I could make a 70 again and still have a high B in the class ????	0	32.530032	-92.646982	0	2014-10-24 01:17:56+02	2014-10-24 01:17:56.712005+02	1711	2014-10-24 01:17:56.713035+02	measles
525425921587970000	106065829	Welcome home #OSXYosemite http://t.co/x6SkqaZaZz	0	38.467317	27.114779	0	2014-10-24 01:17:56+02	2014-10-24 01:17:57.10281+02	9561	2014-10-24 01:17:57.103941+02	flu
525425927862641000	337667155	They are change my stupid I phone 5S to new one (@ Apple Store, The Americana at Brand in Glendale, CA) https://t.co/Mhiixmxwku	0	34.14443	-118.25698	0	2014-10-24 01:17:57+02	2014-10-24 01:17:57.981308+02	4255	2014-10-24 01:17:57.982349+02	fever
525425927615164000	2429569332	when you arguing with a bitch and she keeps throwing kissing emojis http://t.co/yJFzirfl1w	0	33.445663	-112.290645	0	2014-10-24 01:17:57+02	2014-10-24 01:17:58.179236+02	3450	2014-10-24 01:17:58.180462+02	flu
525425929271509000	2230892486	No trespassing on children's school properties. http://t.co/WE45G8Tup9	0	34.03076	-118.260615	0	2014-10-24 01:17:58+02	2014-10-24 01:17:58.84919+02	11473	2014-10-24 01:17:58.850417+02	fever
525425932291818000	227934746	H to the IzzO V to the izzA	0	41.93749	-88.779441	0	2014-10-24 01:17:58+02	2014-10-24 01:17:58.997236+02	66708	2014-10-24 01:17:58.998306+02	bronchitis
525425904731030000	312380590	For my mate Jane Ferrari #jacarandatime rochesfamilyhotel nigelthorley80 @ Grafton Town http://t.co/lLYT0Xyq4q	0	-29.718831	152.938558	0	2014-10-24 01:17:52+02	2014-10-24 01:17:52.412021+02	532	2014-10-24 01:17:52.413053+02	flu
525425906228396000	2357190235	Brenda is trying to be all friendly after she yelled at me for no reason. NOT HAPPENING GIRL.	0	45.32342	-93.755791	0	2014-10-24 01:17:52+02	2014-10-24 01:17:52.817054+02	1131	2014-10-24 01:17:52.818094+02	typhoid
525425904961745000	1004105616	Programming the FMS into your DMs like http://t.co/9UPtZ3rYrw	0	42.284701	-85.613576	0	2014-10-24 01:17:52+02	2014-10-24 01:17:52.987721+02	2825	2014-10-24 01:17:52.989013+02	cancer
525425905553134000	2181475299	@franfuckabitch y would i text back to that http://t.co/tq6R9HQApO	0	28.1432	-82.691	0	2014-10-24 01:17:52+02	2014-10-24 01:17:53.174794+02	10385	2014-10-24 01:17:53.176074+02	flu
525425912024957000	1123948849	@sandra_padron RT PLEASE the link=&gt;:https://t.co/76zEA2ROOw ???thanks!	0			0	2014-10-24 01:17:54+02	2014-10-24 01:17:54.158257+02	38834	2014-10-24 01:17:54.159346+02	cold
525425916282163000	299488557	All I want is you ????	0	35.029916	-89.841126	0	2014-10-24 01:17:55+02	2014-10-24 01:17:55.174048+02	77416	2014-10-24 01:17:55.175061+02	bronchitis
525425917083259000	1683835729	@KeatonStromberg My birthday is Monday, follows me, will be a perfect gift, my dream #4DaysForeverTogether	0	-20.33068	-40.276669	0	2014-10-24 01:17:55+02	2014-10-24 01:17:55.392733+02	93754	2014-10-24 01:17:55.393737+02	cancer
525425917741777000	378003371	"Oh you talkin bout Aaron" ????	0	39.210804	-76.846178	0	2014-10-24 01:17:55+02	2014-10-24 01:17:55.539315+02	42524	2014-10-24 01:17:55.540299+02	cold
525425920556167000	153170830	If you are applying to #college #EarlyAction or #EarlyDecision, this checklist is for you! http://t.co/pLpzTxlr2x http://t.co/FvtVIXZ8ko	0			0	2014-10-24 01:17:56+02	2014-10-24 01:17:56.294633+02	3190	2014-10-24 01:17:56.295773+02	flu
525425919566311000	148745488	#FamilyGoals http://t.co/pCbrZ9knqU	0	41.223789	-73.049202	0	2014-10-24 01:17:55+02	2014-10-24 01:17:56.774238+02	35581	2014-10-24 01:17:56.775388+02	cold
525425923987096000	1648084122	@SoEffin__Pretty come to mfs game tomorrow babe	0	39.943431	-83.062383	0	2014-10-24 01:17:56+02	2014-10-24 01:17:57.000903+02	10578	2014-10-24 01:17:57.001917+02	bronchitis
525425927501906000	451690902	Work so fuckin much my greatest fear is imma die alone	0	33.801905	-117.9931	0	2014-10-24 01:17:57+02	2014-10-24 01:17:57.854566+02	15311	2014-10-24 01:17:57.855541+02	cold
525425928177197000	1602724454	Those tacitos hit the spot ????	0	26.165653	-97.983974	0	2014-10-24 01:17:57+02	2014-10-24 01:17:58.053253+02	28202	2014-10-24 01:17:58.054236+02	cancer
525425929120924000	2307909719	Pretty ghetto here	0	26.122574	-80.143945	0	2014-10-24 01:17:58+02	2014-10-24 01:17:58.216848+02	2960	2014-10-24 01:17:58.217836+02	cold
525425929758470000	180127021	I Need A Jordan Plug Bad ????????	0	41.601496	-87.613488	0	2014-10-24 01:17:58+02	2014-10-24 01:17:58.393996+02	3127	2014-10-24 01:17:58.39506+02	hepatitis
525425929859121000	132351927	I painted these eyes on. :) http://t.co/vdFdJB1Hnv	0	26.241253	-80.276008	0	2014-10-24 01:17:58+02	2014-10-24 01:17:58.548047+02	40848	2014-10-24 01:17:58.549184+02	cancer
525425932589625000	70039471	Long as Iont see no pictures of my son or your page , we good . He gon give me the run down later ????	0	39.298762	-76.577953	0	2014-10-24 01:17:58+02	2014-10-24 01:17:59.057136+02	42783	2014-10-24 01:17:59.058113+02	fever
525425936209306000	623611206	@LazUhhhBro same I hate it	0	33.310046	-104.52325	0	2014-10-24 01:17:59+02	2014-10-24 01:17:59.958363+02	84419	2014-10-24 01:17:59.959354+02	cold
525425904726848000	2292957709	Bitch if it's @ me then @ me.	0	30.044067	-89.958146	0	2014-10-24 01:17:52+02	2014-10-24 01:17:52.430326+02	1260	2014-10-24 01:17:52.431413+02	flu
525425905171448000	17308891	@kat_odell @ChefJohnDeLucie I think it's pretty #tubular	0	36.172387	-115.141948	0	2014-10-24 01:17:52+02	2014-10-24 01:17:52.531532+02	7779	2014-10-24 01:17:52.532656+02	fever
525425908866646000	1506183535	@LiamMuldoon97 @andrewinnes96 @markcherry19 @carlieteew  aye geez a cutla snapchats	0	55.819499	-4.444743	0	2014-10-24 01:17:53+02	2014-10-24 01:17:53.41161+02	11404	2014-10-24 01:17:53.412742+02	fever
525425911274160000	760296080	@tamaraadayy it's a love hate relationship	0	40.967469	-73.718134	0	2014-10-24 01:17:53+02	2014-10-24 01:17:54.003206+02	8617	2014-10-24 01:17:54.00429+02	hernia
525425911894925000	506461007	Happiness starts with a wet nose, and ends with a tail. ?????????????? #Duke #MyBaby @ duuuuuuuke! ???????? http://t.co/UXx8b7upTN	0	34.486124	-84.928165	0	2014-10-24 01:17:53+02	2014-10-24 01:17:54.172437+02	14130	2014-10-24 01:17:54.173539+02	cold
525425912909939000	858350882	Pop Art Makeup look I created for beautiful Diana today #halloween #sephora #mua #popart #tarte??? http://t.co/aswIlHAsut	0	38.865603	-77.360473	0	2014-10-24 01:17:54+02	2014-10-24 01:17:54.381636+02	2124	2014-10-24 01:17:54.382819+02	cold
525425914583462000	20168656	@DevonAndy @Dawlishchief @spillage_kevin @lucyboyen That'll be me then! #GottaBeInItToWinIt	0	50.71358	-3.074281	0	2014-10-24 01:17:54+02	2014-10-24 01:17:54.807855+02	154	2014-10-24 01:17:54.809052+02	flu
525425915275518000	2769190524	People be taking to damn long just to cut someone hair	0	37.289629	-121.848241	0	2014-10-24 01:17:54+02	2014-10-24 01:17:54.931133+02	629	2014-10-24 01:17:54.932249+02	measles
525425915640443000	263219850	@Otumfour_III tomorrow you can release the stress at #JAMROCK	0	5.720265	-0.162543	0	2014-10-24 01:17:54+02	2014-10-24 01:17:55.047754+02	68628	2014-10-24 01:17:55.048874+02	fever
525425916311515000	252789356	@__basedbuddha fuck yeah what time are you working	0	41.232092	-73.151555	0	2014-10-24 01:17:55+02	2014-10-24 01:17:55.207212+02	43441	2014-10-24 01:17:55.208344+02	cancer
525425918542893000	114332930	?????????? RT @NHLBruins: Moment of silence and the Canadian national anthem tonight, for Ottawa ^CS http://t.co/LBxKk4ZjGs	0			0	2014-10-24 01:17:55+02	2014-10-24 01:17:55.71143+02	21392	2014-10-24 01:17:55.712674+02	malaria
525425919239135000	2582770314	Gabrielly #JOVEMDOANOMcDuduzinho #PJB	0	-22.92053	-43.699995	0	2014-10-24 01:17:55+02	2014-10-24 01:17:55.867079+02	2799	2014-10-24 01:17:55.868182+02	cold
525425921101398000	52485510	You and i... ????	0	51.261853	-0.58323	0	2014-10-24 01:17:56+02	2014-10-24 01:17:56.330198+02	3795	2014-10-24 01:17:56.331265+02	cold
525425922418442000	940837135	White women are the reason I breathe.	0	45.547368	-122.92707	0	2014-10-24 01:17:56+02	2014-10-24 01:17:56.638879+02	28062	2014-10-24 01:17:56.639948+02	bronchitis
525425927313187000	427983161	I want Ur body Sleeping in my Bed!!	0	9.01639	7.44553	0	2014-10-24 01:17:57+02	2014-10-24 01:17:57.881856+02	5282	2014-10-24 01:17:57.882943+02	measles
525425928080724000	608739536	psa!!! don't be short with anxious people!! they will assume they're annoying you!! and probably not talk to you again!! so don't do it!!!	0	43.330038	-103.450683	0	2014-10-24 01:17:57+02	2014-10-24 01:17:58.063945+02	3327	2014-10-24 01:17:58.064998+02	cold
525425929062212000	176297004	I want a beer this is weird.	0	42.469347	-70.941234	0	2014-10-24 01:17:58+02	2014-10-24 01:17:58.266404+02	21535	2014-10-24 01:17:58.267447+02	flu
525425932631540000	1201676994	@sgiambra1997 or is it tuesday tomorrow	0			0	2014-10-24 01:17:58+02	2014-10-24 01:17:59.065973+02	784	2014-10-24 01:17:59.067019+02	flu
525425931041911000	231351418	Everyone get your 3D lashes and many more products!!  links in my last tweet and bio happy shopping ???????????? http://t.co/l9GTdivugv	0	47.051933	-122.369011	0	2014-10-24 01:17:58+02	2014-10-24 01:17:59.317303+02	13145	2014-10-24 01:17:59.318734+02	fever
525425934225383000	437640901	Bitches be lying about sucking dick just as much as niggas lie about eating pussy.	0	33.985474	-83.96104	0	2014-10-24 01:17:59+02	2014-10-24 01:17:59.443286+02	96912	2014-10-24 01:17:59.444388+02	fever
525425903984443000	2339425844	@xAMFifa im still trying to find someone lol	0			0	2014-10-24 01:17:52+02	2014-10-24 01:17:52.342387+02	34680	2014-10-24 01:17:52.343434+02	bronchitis
525425909051171000	15492646	At Little Pink Dress party supporting breast cancer awareness and women taking @ch_social #CH435Pledge??? http://t.co/6YRpeXACFi	0	40.559454	-75.409929	0	2014-10-24 01:17:53+02	2014-10-24 01:17:53.44705+02	4202	2014-10-24 01:17:53.448174+02	malaria
525425913752990000	306999345	wrecking ball #EMABiggestFans5SOS	0			0	2014-10-24 01:17:54+02	2014-10-24 01:17:54.56336+02	28971	2014-10-24 01:17:54.56439+02	cold
525425917883986000	371614202	I have a specific reason why I follow everybody I follow	0	34.206427	-118.620361	0	2014-10-24 01:17:55+02	2014-10-24 01:17:55.580605+02	50893	2014-10-24 01:17:55.581693+02	flu
525425918412870000	568594726	@Jesse_Boyle @Jeffrey_Boyle @Jared__Boyle @JakeBoyle2 @BoyleBrothers I'm so excited to hear the new music! &lt;3	0			0	2014-10-24 01:17:55+02	2014-10-24 01:17:55.715897+02	26807	2014-10-24 01:17:55.71701+02	cholera
525425920346452000	101891001	I love my legs... Especially when elevated in ????'s ...	0	29.939592	-90.092795	0	2014-10-24 01:17:56+02	2014-10-24 01:17:56.184692+02	77499	2014-10-24 01:17:56.185741+02	cold
